616	
	108.7901532	108.223718	107.881939	110.1478475	108.9054439
	107.9843081	109.1877693	107.2554368	108.091948	108.9290699
	107.0836288	106.9685011	106.599514	106.3641102	109.311621
	105.7233476	111.3403909	109.9261149	110.3264433	107.4518369
	108.8564528	110.011635	106.2865585	107.062274	106.0440458
	108.554634	107.3490947	106.3226369	105.1323017	110.4576722
	109.6898974	104.0488875	104.9111763	112.2859324	111.0462397
	111.7151437	112.8855947	100	116.5637217	110.0363997
	110.0648055	108.4367701	111.4799149	111.129234	111.1648344
	110.9802537	116.5831465	109.0104444	110.4843044	116.5272496
	109.9947096	110.4041792	111.2935808	107.6912076	109.2328329
	104.9748239	105.7179216	106.3918743	107.6428215	105.6305938
	103.1570681	111.3452116	102.2928764	103.974103	113.9292495
	112.6622328	114.6961511	113.3113243	102.9771736	100
	116.8178689	116.4543615	114.7634409	109.8883379	111.1542444
	109.0327872	110.1645824	107.9306544	112.514806	112.6941319
	112.4311121	111.926216	109.883076	114.7230939	116.732275
	108.7247819	109.5988315	116.410981	114.4984658	116.6303459
	113.2896744	116.2334469	114.6516675	111.4472815	116.2203599
	110.5567447	115.9817195	111.0441909	116.4325654	109.5108936
	111.0077414	112.8377757	107.3828197	103.1983369	104.99772
	106.6839435	105.593575	100	113.2069622	116.9437669
	115.4872702	114.5919689	117.3886622	117.1468544	112.3802913
	112.5748682	108.4574547	108.6757105	112.846201	108.944313
	107.7070602	106.9363355	113.7203527	114.8015478	113.6818629
	113.8913522	108.49441	107.19494	114.0877008	111.8453721
	112.2843193	109.6529137	115.6394711	116.1086326	113.1588524
	110.0712069	112.3867731	111.2906851	117.0874949	116.363945
	110.489064	108.3569301	110.6948979	115.093961	107.4035469
	103.0626896	100	105.4343173	117.8701472	116.6538669
	118.0027381	117.9224108	109.8978003	106.9552774	108.3805407
	114.264234	113.9077652	106.7779096	106.0830812	115.373322
	116.6401111	115.5664256	110.9896216	108.6730421	112.0080305
	115.1373676	115.7289319	109.3387265	109.0942382	112.4663264
	114.0495125	111.5257912	117.6190071	116.6935282	110.3263575
	109.0292979	111.748004	115.9340217	114.0103018	111.7115337
	107.6459182	108.4414803	117.5266286	100	103.9779367
	119.0125173	119.1735734	119.4877167	107.0516872	104.1908382
	106.6986187	115.8347265	117.3959236	119.2532451	118.3733832
	105.547752	105.6542421	114.4077336	108.4261566	115.7375691
	106.969662	113.1604667	115.5164025	118.9977451	117.1114138
	110.5233646	108.9310716	112.5448804	117.9186396	115.0503299
	113.6476403	110.7076982	112.3227424	98.4134279	104.168064
	113.6230983	102.8890525	107.7270725	105.3533699	120.2943876
	100	120.6094937	120.1710124	120.5031928	102.0677733
	104.444008	118.4066076	117.1853304	120.2661742	121.6835969
	100.8423645	109.2010349	110.6536382	106.9427853	114.6657379
	117.6326233	118.6268588	109.1531426	114.1532461	116.1918011
	113.8604481	114.7906645	110.8729169	112.4842741	99.67879746
	98.76124552	94.2039109	95.02279933	108.3169154	115.9721962
	110.2505908	103.6192653	105.1669189	111.8302958	111.0270402
	99.75721239	121.9547046	100	122.3524705	122.1865776
	120.4042297	95.33820666	104.1138206	119.3635019	121.0869524
	123.091738	94.07418813	104.5470673	107.1701596	115.7987488
	116.8892964	118.0629824	109.4109968	115.3524896	114.0507651
	113.4742509	94.47932254	99.587478	90.22014684	89.42205856
	91.2486446	101.5402402	118.6078145	112.8908441	106.6156357
	102.6970416	110.2007917	111.9539739	121.5837483	110.3068001
	117.0394364	121.6590628	90.64891266	123.7984256	123.4164809
	100	122.3876368	123.7751273	88.12017886	105.3939463
	120.248913	122.2530359	124.4154908	87.13264303	98.13152093
	108.1643848	117.5856152	118.4274035	116.6379893	115.1366721
	113.6146266	115.2899421	94.0139476	90.67409233	86.40090729
	86.6419087	86.41045083	86.45479279	96.36724791	98.99679103
	113.4465367	108.5523548	103.9936692	99.65125301	112.9143052
	111.3361884	125.838347	109.1056202	117.8746178	121.8668615
	125.4001306	124.8486277	118.100528	125.790123	78.6716616
	124.6533667	100	105.1003083	124.6172478	125.2281087
	78.07054807	122.4119365	120.3889029	125.5402485	80.4470144
	91.15018768	119.6827628	117.1499621	114.4349585	116.1004066
	89.57596703	82.64826789	82.83594064	81.83252006	82.9052636
	86.3832301	94.87578183	92.89184126	113.8307571	108.761711
	104.1493505	97.16361753	113.4668634	111.6631073	132.1144031
	130.3488335	107.6316512	118.7730566	126.6096108	125.8443938
	119.0515123	126.3462192	126.9566082	126.9380332	127.7226597
	121.2877572	64.82496429	69.55062817	126.6747032	100
	104.5040142	127.0079139	73.54422431	126.2636248	123.1953597
	78.88440544	86.33555142	87.27618822	118.8801276	116.8665845
	119.7715617	115.285953	79.38193944	77.84703176	78.80553578
	82.12748259	94.32115299	90.60953692	91.16075786	111.9544703
	102.5788172	106.6678283	99.81656915	113.1806101	109.8954956
	140.3336434	137.246348	136.5714615	116.6104213	124.7978124
	130.9574824	128.0867411	127.0839027	127.9993766	129.1861755
	128.781742	123.9896435	122.2554713	 50	150.479332
	130.5460671	129.679221	108.2399526	147.9455396	161.4639204
	 50	60.97499929	129.3650418	108.5962276	106.6419515
	100	69.16568817	126.4165517	126.7987085	73.89189674
	83.53813717	85.16532086	117.8008904	121.3400946	116.4777044
	73.75257849	78.818732	91.2946846	95.61532481	87.04360498
	113.003344	101.6411523	98.39435694	113.9485491	148.4576292
	142.1526807	144.6876319	119.2142219	125.5377225	129.8877295
	127.1404072	127.5860895	128.0845487	128.6854859	130.3989012
	129.3790724	125.2622997	163.4530018	133.4504505	130.1786407
	103.6966134	155.0091726	170.173217	173.8207124	131.148428
	108.3814403	98.33953591	184.3773393	 50	64.05596066
	131.7418123	113.4044366	127.7633446	80.48790199	120.2024192
	124.2720284	118.1620046	66.73826177	73.64182797	85.66997579
	91.71984912	86.37900989	117.3289463	94.72320468	161.0668487
	145.8704701	148.8791025	124.3280624	128.829258	130.5304741
	132.3315962	132.7666477	127.4183238	181.2603597	132.754759
	133.7146257	98.3270818	102.7580825	164.1412433	177.7567973
	110.5351059	92.14820184	205.0795413	202.0246952	235.1021583
	164.5490315	 50	150.2625113	134.085098	120.4255673
	129.6690019	77.12266586	122.8076777	128.7369667	127.5849341
	65.12443722	85.31348203	118.1094839	184.7540473	143.0855079
	156.1361448	126.056296	132.6843938	135.1726411	137.0418027
	136.5339489	205.7906743	136.8401687	93.98981948	88.23627913
	106.4449726	173.1830787	194.5256605	239.9636455	231.9711798
	264.5188509	184.5617235	164.575019	155.802564	 50
	148.2361504	127.9537143	131.8817128	72.48663721	131.6992576
	119.6809371	207.5493061	150.9835316	135.8439491	141.9981984
	140.5622566	131.5017041	78.00413684	98.4731385	168.0993344
	191.9401151	268.7000341	239.6743833	262.3346772	225.3238824
	190.2460632	175.5043265	159.632946	259.5535856	 50
	147.3439857	136.3864377	137.942154	108.0219755	218.6853647
	158.4643312	144.8684992	119.1556342	81.71894678	180.3703888
	236.8680779	233.9936591	220.9722172	223.2660111	187.2493303
	172.7521812	160.2954073	226.8799677	 50	153.9136705
	145.5759131	94.42486959	205.1338392	137.9377643	169.9401145
	195.1702215	171.6860659	183.9822316	174.8913037	165.9159303
	 50	151.0041175	156.642325	117.1447818	167.7592319
	143.40474	117.2354953	148.2758209	131.9970378	 50
	139.790592	123.7447428	98.41945599	 50	103.0760897
	 50	
